"Symbol","Name","Last Trade","Type","Exchange"
"ALLCARGO.NS","Allcargo Logistics Ltd","372.65","Stock","NSI"
"ALKALI.BO","Alkali Metals Ltd","54.10","Stock","BSE"
"ADANIPOWER.BO","Adani Power Ltd","30.25","Stock","BSE"
"ADANIPORTS.BO","ADANI PORTS AND SPECIAL ECONOM","262.40","Stock","BSE"
"ADANIENT.NS","Adani Enterprises Ltd","80.90","Stock","NSI"
"ABIRLANUV.NS","Aditya Birla Nuvo Ltd","2,115.80","Stock","NSI"
"ABGSHIP.NS","ABG Shipyard Ltd","67.85","Stock","NSI"
"A2ZINFRA.BO","A2Z INFRA ENGINEERING LIMITED","26.80","Stock","BSE"
"^CNXAUTO","NIFTY AUTO","8,424.10","Index","NSI"
"WIREFABR.BO","Wires And Fabriks (SA) Ltd","98.80","Stock","BSE"
"UNIAUTO.BO","Universal Autofoundry Limited","26.00","Stock","BSE"
"SHK.BO","S H Kelkar and Company Limited","214.40","Stock","BSE"
"SHIVAAGRO.BO","SHIVA GLOBAL AGRO INDUSTRIES L","21.40","Stock","BSE"
"SANWARIA.NS","Sanwaria Agro Oils Ltd","7.60","Stock","NSI"
"SAIL.BO","Steel Authority Of India Ltd","48.00","Stock","BSE"
"REIAGROLTD.BO","REI AGRO LTD.","0.81","Stock","BSE"
"RCF.NS","Rashtriya Chemicals and Fertilizers Ltd","50.85","Stock","NSI"
"RCF.BO","Rashtriya Chemicals and Fertilizers Ltd","50.75","Stock","BSE"
"PPAP.NS","PPAP Automotive Ltd","166.00","Stock","NSI"
"MUNJALAU.NS","Munjal Auto Industries Ltd.","106.20","Stock","NSI"
"MRPL.BO","Mangalore Refinery and Petrochemicals Ltd","67.40","Stock","BSE"
"LUMAXTECH.BO","Lumax Auto Technologies Ltd","366.60","Stock","BSE"
"KSLIND.BO","KSL and Industries Ltd","18.45","Stock","BSE"
"KFA.BO","Kingfisher Airlines Ltd","1.36","Stock","BSE"
"JMTAUTOLT.NS","JMT Auto Ltd","90.50","Stock","NSI"
"JBMA.NS","JBM Auto Ltd","176.95","Stock","NSI"
"JAMNAAUTO.NS","Jamna Auto Industries Ltd","236.65","Stock","NSI"
"INDIGO-EQ.NS","InterGlobe Aviation Ltd","1,068.65","Stock","NSI"
"IFBAGRO.BO","IFB AGRO INDUSTRIES LTD.","429.50","Stock","BSE"
"GOLKONDA.BO","Golkonda Aluminium Extrusions","4.23","Stock","BSE"
"GILLANDERS.BO","GILLANDERS ARBUTHNOT & CO.LTD.","64.50","Stock","BSE"
"CHEMFALKA.NS","Chemfab Alkalies Ltd","93.80","Stock","NSI"
"CCHHL.BO","COUNTRY CLUB HOSPITALITY AND H","14.88","Stock","BSE"
"BUTTERFLY.BO","BUTTERFLY GANDHIMATHI APPLIANC","253.10","Stock","BSE"
"BLKASHYAP.BO","B L Kashyap and Sons Ltd","21.50","Stock","BSE"
"BGWTATO.BO","Bhagwati Autocast Ltd","72.00","Stock","BSE"
"BANARISUG.NS","Bannari Amman Sugars Ltd","1,130.00","Stock","NSI"
"BAMBINO.BO","Bambino Agro Industries Ltd","143.00","Stock","BSE"
"BAJAJ-AUTO4.BO","BAJAJ AUTO LTD","2,249.75","Stock","BSE"
"BAJAJ-AUT.NS","Bajaj Auto Ltd","2,497.35","Stock","NSI"
"AXISLTEQUITY.BO","Axis L/T Equity Div","22.03","Mutual Fund","BSE"
"AXIS.BO","AXIS CNV 15-OCT 480.00","77.50","Stock","BSE"
"AVTNPL.NS","AVT Natural Products Ltd.","37.60","Stock","NSI"
"AVANTIFEED-EQ.NS","AVANTI FEEDS LIMITED","495.50","Stock","NSI"
"AVANTI.NS","Avanti Feeds Ltd","1,801.45","Stock","NSI"
"AVANTI.BO","AVANTI FEEDS LTD.","492.00","Stock","BSE"
"AUTOLITIND.BO","AUTOLITE (INDIA) LTD.","55.35","Stock","BSE"
"AUSTRAL.BO","Greenearth Resources & Projects Ltd","0.49","Stock","BSE"
"ATULAUTO.BO","Atul Auto Ltd","517.00","Stock","BSE"
"ATULAUTO-EQ.NS","ATUL AUTO LIMITED","517.80","Stock","NSI"
"ASTEC.NS","Astec Lifesciences Ltd","245.05","Stock","NSI"
"ASSOSTNB.BO","Associated Stone Industries (Kotah) Ltd","17.30","Stock","BSE"
"ASSAMCO.NS","Assam Co India Ltd","4.80","Stock","NSI"
"ASIANTILE.NS","Asian Granito India Ltd","169.25","Stock","NSI"
"ASHOKA.NS","Ashoka Buildcon Ltd.","192.00","Stock","NSI"
"ASHAI.BO","Ashiana Agro Industries Ltd","2.40","Stock","BSE"
"ARVINDREM.BO","Arvind Remedies Ltd.","6.60","Stock","BSE"
"ARTSONEN.BO","Artson Engineering Ltd","59.90","Stock","BSE"
"ARIHCAPM.BO","Arihant Capital Markets Ltd","23.00","Stock","BSE"
"ARIES.NS","Aries Agro Ltd","101.70","Stock","NSI"
"AREYDRG.BO","Aarey Drugs & Pharmaceuticals Ltd","24.80","Stock","BSE"
"APOLLOHOSP.BO","Apollo Hospitals Enterprise Ltd","1,369.00","Stock","BSE"
"APOLLOHOS.NS","Apollo Hospitals Enterprise Ltd","1,379.10","Stock","NSI"
"APLLTD.NS","Alembic Pharmaceuticals Ltd","703.00","Stock","NSI"
"APLLTD.BO","ALEMBIC PHARMACEUTICALS LTD.","704.00","Stock","BSE"
"APCOTEXIN.NS","Apcotex Industries Ltd.","263.40","Stock","NSI"
"ANUHPHR.BO","Anuh Pharma Ltd","314.90","Stock","BSE"
"ANSALHSG.NS","Ansal Housing & Construction Ltd","25.30","Stock","NSI"
"ANGL.BO","ANGELS ENTERPRISES LTD","133.40","Stock","BSE"
"ANGIND.BO","ANG INDUSTRIES LIMITED","56.90","Stock","BSE"
"ANDHRSUGA.NS","Andhra Sugars Ltd","133.20","Stock","NSI"
"ANDHRABANK.BO","Andhra Bank","68.75","Stock","BSE"
"AMSONS.BO","Amsons Apparels Limited","3.99","Stock","BSE"
"AMNPLST.BO","Amines & Plasticizers Ltd","24.85","Stock","BSE"
"AMBUJACEM.BO","AMBUJA CEMENTS LTD.","199.95","Stock","BSE"
"AMARAJABAT-EQ.NS","AMARA RAJA BATTERIES LIMITED","881.45","Stock","NSI"
"ALOKTEXT.BO","ALOK INDUSTRIES LTD.","7.00","Stock","BSE"
"ALLSEC-EQ.NS","ALLSEC TECHNOLOGIES LIMITED","138.80","Stock","NSI"
"ALFAICA.BO","Alfa Ica (India) Ltd","19.75","Stock","BSE"
"ALEMBICLT.NS","Alembic Ltd","45.15","Stock","NSI"
"ALCHEM.BO","ALCHEMIST LTD.","27.40","Stock","BSE"
"ALBK.NS","Allahabad Bank","76.40","Stock","NSI"
"ALBERTDA.BO","Albert David Ltd","411.80","Stock","BSE"
"AKZOINDIA.BO","AKZO NOBEL INDIA LIMITED","1,278.00","Stock","BSE"
"AKSHOPTFB.NS","Aksh Optifibre Ltd","18.80","Stock","NSI"
"AJMERA.NS","Ajmera Realty & Infra India Ltd","163.35","Stock","NSI"
"AJANTPHAR.NS","Ajanta Pharma Ltd.","1,380.00","Stock","NSI"
"AGRODUTCH.NS","Agro Dutch Industries Ltd","3.30","Stock","NSI"
"AFEL.BO","A.F. ENTERPRISES LTD","59.55","Stock","BSE"
"ADVIKLA.BO","Advik Laboratories Ltd","11.11","Stock","BSE"
"ADVANIHOTR-EQ.NS","ADVANI HOTELS & RESORTS (INDIA)","53.05","Stock","NSI"
"ADORFO.BO","Ador Fontech Ltd","111.00","Stock","BSE"
"ADANIPOWE.NS","Adani Power Ltd","30.30","Stock","NSI"
"ACROW.BO","Acrow India Ltd","94.80","Stock","BSE"
"ADSL.NS","Allied Digital Services Ltd","0.00","Stock","NSI"
"112925.BO","Axis Income Saver Qtly Div","11.39","Mutual Fund","BSE"
"BUTTERFLY-EQ.NS","BUTTERFLY GANDHIMATHI APPLIANCE","252.70","Stock","NSI"
"AROGRANITE.BO","ARO GRANITE INDUSTRIES LTD.","55.20","Stock","BSE"
"SAIL6.BO","STEEL AUTHORITY OF INDIA LTD","66.05","Stock","BSE"
"OSWALAGRO.BO","OSWAL AGRO MILLS LTD.","13.83","Stock","BSE"
"AMRUTANJAN-BE.NS","AMRUTANJAN HEALTH INR2","0.00","Stock","NSI"
"102138.BO","ICICI Pru Advisor Moderate Reg Div","38.19","Mutual Fund","BSE"
"THIRUSUGAR.BO","THIRU AROORAN SUGARS LTD.","40.50","Stock","BSE"
"ADANIPOWER6.BO","ADANI POWER LTD","41.00","Stock","BSE"
"ADORWELD.BO","ADOR WELDING LTD.","340.00","Stock","BSE"
"AHLWEST.BO","ASIAN HOTELS (WEST) LTD.","113.00","Stock","BSE"
"ALBK.BO","ALLAHABAD BANK","76.45","Stock","BSE"
"ALBK6.BO","ALLAHABAD BANK","99.77","Stock","BSE"
"123690.BO","Kotak Banking and PSU Debt Reg Gr","32.85","Mutual Fund","BSE"
"APU1524-C.BO","","NaN","Future",""
"ACX1526-C.BO","","NaN","Future",""
"ELX1526-C.BO","","NaN","Future",""
"ALLCAP.BO","S&P BSE ALLCAP","3,052.31","Index","BSE"
"100261.BO","Kotak Banking and PSU Debt Reg Mn Div","10.67","Mutual Fund","BSE"
"106872.BO","Birla Sun Life International Eq A Div","15.30","Mutual Fund","BSE"
"108764.BO","IDFC SS Inc Inv A Qt Div","11.50","Mutual Fund","BSE"
"108756.BO","IDFC Money Mgr Trs A Gr","23.10","Mutual Fund","BSE"
"109138.BO","Mirae Asset Global Commodity Stocks Gr","8.75","Mutual Fund","BSE"
"109175.BO","JPMorgan India Active Bond Retl Gr","15.79","Mutual Fund","BSE"
"109696.BO","ING Latin America Equity Gr","7.37","Mutual Fund","BSE"
"109716.BO","Reliance Gilt Sec Retl PF Auto Yr Reinv","15.58","Mutual Fund","BSE"
"107702.BO","Mirae Asset US/T Instl Qt Div","1,029.69","Mutual Fund","BSE"
"108735.BO","IDFC Money Mgr Invmt A Mn Div","10.08","Mutual Fund","BSE"
"111709.BO","Bharti AXA Tax Advantage Eco Gr","38.38","Mutual Fund","BSE"
"112714.BO","Axis Liquid Retl Mn Div","1,000.86","Mutual Fund","BSE"
"112027.BO","Baroda Pioneer Trs Adv Reg Mn Div","1,002.43","Mutual Fund","BSE"
"103780.BO","JM Arbitrage Advantage Gr","20.14","Mutual Fund","BSE"
"104482.BO","DSP BlackRock Small and Midcap Div","21.29","Mutual Fund","BSE"
"108844.BO","IDFC Arbitrage Instl Div","14.52","Mutual Fund","BSE"
"108169.BO","AIG World Gold Gr","7.12","Mutual Fund","BSE"
"110598.BO","Bharti AXA Equity Reg Qt Div","10.51","Mutual Fund","BSE"
"108731.BO","IDFC SS Inc M/T A Dl Div","10.09","Mutual Fund","BSE"
"111718.BO","Bharti AXA Regular Return Eco Qt Div","10.25","Mutual Fund","BSE"
"112870.BO","Sundaram MIP - Aggressive Qt div","13.33","Mutual Fund","BSE"
"112217.BO","Axis Trs Adv Instl Mn Div","1,002.88","Mutual Fund","BSE"
"112214.BO","Axis Trs Adv Instl Gr","1,639.65","Mutual Fund","BSE"
"112332.BO","IDFC Asset Allocation FOF Aggressive Gr","17.79","Mutual Fund","BSE"
"116109.BO","Religare Invesco Active Inc Reg Disc Div","1,204.51","Mutual Fund","BSE"
"117998.BO","Kotak Flexi Debt A Reg Qt Div","10.95","Mutual Fund","BSE"
"118297.BO","Canara Robeco Gilt Adv Dir Gr","14.35","Mutual Fund","BSE"
"118885.BO","Taurus MIP Adv Dir Gr","14.90","Mutual Fund","BSE"
"118495.BO","Franklin India Dynamic Accrual Dir Gr","51.11","Mutual Fund","BSE"
"118929.BO","HDFC L/T Advantage Dir Gr","234.57","Mutual Fund","BSE"
"118937.BO","DWS Alpha Equity Dir Div","19.55","Mutual Fund","BSE"
"119369.BO","BOI AXA Liquid Dir Gr","1,699.80","Mutual Fund","BSE"
"119183.BO","SBI Treasury Advantage Dir Dl Div","1,006.57","Mutual Fund","BSE"
"118321.BO","Canara Robeco Yield Adv Dir Mn Div","14.04","Mutual Fund","BSE"
"118587.BO","Reliance Arbitrage Adv Dir Div","12.23","Mutual Fund","BSE"
"118831.BO","Mirae Asset China Advantage Dir Gr","14.96","Mutual Fund","BSE"
"118834.BO","Mirae Asset Emerging Bluechip Dir Gr","32.31","Mutual Fund","BSE"
"118614.BO","Edelweiss Absolute Return Dir Div","14.30","Mutual Fund","BSE"
"118624.BO","Edelweiss Prudent Advantage Dir Gr","19.39","Mutual Fund","BSE"
"118669.BO","Reliance Gilt Sec Dir Auto Cap App Div P","19.09","Mutual Fund","BSE"
"118489.BO","IDFC Asset Alloc FOF Moderate Dir Gr","17.62","Mutual Fund","BSE"
"119184.BO","SBI Treasury Advantage Dir Gr","1,654.38","Mutual Fund","BSE"
"119380.BO","BOI AXA Treasury Advantage Dir Dl Div","1,002.92","Mutual Fund","BSE"
"119411.BO","Baroda Pioneer Trs Adv Dir Mn Div","1,002.70","Mutual Fund","BSE"
"119436.BO","Birla Sun Life Advantage Dir Gr","293.04","Mutual Fund","BSE"
"119491.BO","Birla Sun Life Asset Allc Mod Dir Div","44.43","Mutual Fund","BSE"
"119844.BO","L&T Triple Ace Bond Dir Gr","38.09","Mutual Fund","BSE"
"119664.BO","Sundaram Sel Debt S/T Asset Dir Gr","25.86","Mutual Fund","BSE"
"119846.BO","L&T Triple Ace Bond Dir HY Div","15.51","Mutual Fund","BSE"
"119750.BO","Kotak Treasury Advantage Fund Dir Gr","23.71","Mutual Fund","BSE"
"119776.BO","Kotak Asset Allocator Fund Dir Div","59.81","Mutual Fund","BSE"
"105548.BO","HDFC Cash Mgmt Trs Adv Retl Dl Div","10.03","Mutual Fund","BSE"
"120476.BO","Axis Income Dir Qt Div","10.97","Mutual Fund","BSE"
"F00000H5MW.BO","Tata AIA Life-Super Select Eq Pension","20.49","Mutual Fund","BSE"
"F00000H5N7.BO","Tata AIA Life-Aggressive Flexi","16.74","Mutual Fund","BSE"
"F00000H5MR.BO","Tata AIA Life-Future Growth Pension","17.77","Mutual Fund","BSE"
"F00000H5WK.BO","Bajaj Allz Life-Group Return Shield","14.77","Mutual Fund","BSE"
"F00000MG0X.BO","Bajaj Allz Life-Group Growth II","14.22","Mutual Fund","BSE"
"F00000NNIH.BO","India First Life-EBP Equity Advantage","15.76","Mutual Fund","BSE"
"AMMLTD.BO","Appu Marketing & Manufacturing","615","Stock","BSE"
"134153.BO","JPMorgan India Balanced Adt Reg Bns","9.57","Mutual Fund","BSE"
"GUJALKALI.BO","Gujarat Alkalies & Chemicals Ltd","167.1","Stock","BSE"
"GUJARTH.BO","GUJARAT ARTH LTD.","1.25","Stock","BSE"
"HINDALUMI.BO","Hind Aluminium Industries Ltd","90","Stock","BSE"
"131622.BO","ICICI Pru Income Dir Ann Div","11.34","Mutual Fund","BSE"
"134815.BO","Mirae Asset Prudence Reg Gr","9.85","Mutual Fund","BSE"
"ADCC.BO","ADCC Infocad Limited","68","Stock","BSE"
"JAINEX.BO","Jainex Aamcol Ltd","29.6","Stock","BSE"
"JPASSOCIAT4.BO","JAIPRAKASH ASSOCIATES LTD","18.25","Stock","BSE"
"APLAYA.BO","Aplaya Creations Limited","39.2","Stock","BSE"
"ASIANHOTN.NS","Asian Hotels (North) Ltd","97.95","Stock","NSI"
"STANCHARTALL.BO","IDFC All Seasons Bond Reg Yr Div","17.97","Mutual Fund","BSE"
"TATAAIALIFEG.BO","Tata AIA Life-Growth","37.73","Mutual Fund","BSE"
"HATSUN.BO","Hatsun Agro Product Ltd.","408.75","Stock","BSE"
"INF223J01WS6.BO","DWS Cash Opportunities Dir Ann Bns","11.9","Mutual Fund","BSE"
"INGVYSYABALA.BO","Birla Sun Life Dyn Ass Alloc Div","17.57","Mutual Fund","BSE"
"KOTAKBANKING.BO","Kotak Banking and PSU Debt Reg Ann Div","16.35","Mutual Fund","BSE"
"IL&FSENGG.NS","IL&FS ENGINEERING AND CONSTRUCT","71.15","Stock","NSI"
"INDOASIAF.BO","Indo Asian Finance Ltd","8.92","Stock","BSE"
"INDOAMIN.BO","Indo Amines Ltd","39.6","Stock","BSE"
"INIFTY-EQ.NS","ICICI PRUDENTIAL A NIFTY","85","Stock","NSI"
"JYOTIRES.BO","Jyoti Resins & Adhesives Ltd","39.5","Stock","BSE"
"KILBURN.BO","Kilburn Office Automation Ltd","5.22","Stock","BSE"
"PRUICICIBLEN.BO","ICICI Pru Blended A Reg Div","13.59","Mutual Fund","BSE"
"TATAAIALIFEE.BO","Tata AIA Life-Equity","47.18","Mutual Fund","BSE"
"UTIGILTADVAN.BO","UTI Gilt Advantage L/T PF Div","15.07","Mutual Fund","BSE"
"ASSCERL.BO","REAL TOUCH FINANCE","12.4","Stock","BSE"
"ASAHIINDI.NS","Asahi India Glass Ltd","164","Stock","NSI"
"KUTCSAL.BO","KUTCH SALT & ALLIED INDUSTRIES","14.4","Stock","BSE"
"ACG1526-C.BO","","NaN","Future",""
"BKK1528-C.BO","","NaN","Future",""
"BKH1526-C.BO","","NaN","Future",""
"LUMAXAUTO.NS","Lumax Automotive Systems Ltd","58.4","Stock","NSI"
"OISL.NS","OCL Iron and Steel Ltd","13.6","Stock","NSI"
"ORIENTCQ.BO","Oriental Carbon And Chemicals Ltd","554","Stock","BSE"
"GILLANDER.NS","Gillanders Arbuthnot & Co Ltd","0","Stock","NSI"
"ANUBHAV.BO","Anubhav Infrastructure Limited","11.05","Stock","BSE"
"SHIVAMAUT.NS","Shivam Autotech Ltd","63","Stock","NSI"
"SOASMUS.BO","SOUTH ASIAN MUSHROOMS LTD.","9.9","Stock","BSE"
"SUNSHINE.BO","SUN AND SHINE WORLDWIDE LTD.","8.5","Stock","BSE"
"SUPERIA.BO","Superior Air Products Ltd","69","Stock","BSE"
"LUMAXAUTO-BE.NS","LUMAX AUTOMOTIVE SYST LTD","0","Stock","NSI"
"119881.BO","JPMorgan India Active Bond Dir Div","15.13","Mutual Fund","BSE"
"AMDIND-BE.NS","AMD INDUSTRIES LTD INR10","0","Stock","NSI"
"VBCFERROQ.BO","VBC Ferro Alloys Ltd","53.1","Stock","BSE"
"APOLSINHOT-BE.NS","Apollo Sindoori Hotels Li","187","Stock","NSI"
"133866.BO","Reliance Tax Saver Ann Div","9.56","Mutual Fund","BSE"
"ELN1530-C.BO","","NaN","Future",""
"ACM1525-C.BO","","NaN","Future",""
"ATN1530-C.BO","","NaN","Future",""
"ARUNODAY.BO","Arunoday Mills Ltd","4","Stock","BSE"
"AEONIA.BO","Aeonian Investments Co Ltd","185","Stock","BSE"
"AMAL.BO","Amal Ltd","33.8","Stock","BSE"
"SH-ANJY.BO","SHRI ANJANEY AGRO FOODS LTD.","4.80","Stock","BSE"
"SHNALUM.BO","SHREE NARMADA ALUMINIUM INDUST","9.65","Stock","BSE"
"SHREEASHTA-EQ.NS","SHREE ASHTAVINAYAK INR1","0.00","Stock","NSI"
"SYPAGFD.BO","SYP AGRO FOODS LTD.","5.45","Stock","BSE"
"119297.BO","L&T India Equity and Gold Dir Div","19.01","Mutual Fund","BSE"
"LDQ1527-C.BO","","NaN","Future",""
"THIRUSUGAR-BE.NS","THIRU AROORAN SUGARS LTD.","0.00","Stock","NSI"
"TUTIALKA.BO","Tuticorin Alkali Chemicals And Fertilizers Ltd","5.61","Stock","BSE"
"133130.BO","UTI Trs Adv Instl Fl Div","1,073.62","Mutual Fund","BSE"
"ASAHISONG-BE.NS","ASAHI SONGWON COLO INR10","114.05","Stock","NSI"
"133517.BO","Baroda Pioneer Credit Opp A Reg Mn Div","10.48","Mutual Fund","BSE"
"AMTL-BE.NS","ADVANCE METERING T INR5","0.00","Stock","NSI"
"ANDHRACEMT-BE.NS","ANDHRA CEMENTS INR10","0.00","Stock","NSI"
"118412.BO","IDFC All Seasons Bond Dir Wk Div","11.00","Mutual Fund","BSE"
"119365.BO","BOI AXA Focused Infrastructure Dir Qt Dv","12.25","Mutual Fund","BSE"
"UNIVARTS.BO","Universal Arts Ltd","2.09","Stock","BSE"
"119665.BO","Sundaram Sel Debt S/T Asset Dir Fr Div","12.69","Mutual Fund","BSE"
"133852.BO","UTI Dynamic Bond Ann Div","10.45","Mutual Fund","BSE"
"VYVRAUT.BO","Vybra Automet Ltd","6.00","Stock","BSE"
"133680.BO","IDFC Arbitrage Reg Ann Div","10.59","Mutual Fund","BSE"
"INDIABULLSAR.BO","Indiabulls Arbitrage Dir Div","10.39","Mutual Fund","BSE"
"ADVANTA-BE.NS","ADVANTA LIMITED INR2","0.00","Stock","NSI"
"ACCLAIM.BO","ACCLAIM INDUSTRIES LIMITED","0.63","Stock","BSE"
"SANGHVIFOR.BO","SANGHVI FORGING AND ENGINEERIN","58.00","Stock","BSE"
"ALKYLAMIN.NS","Alkyl Amines Chemicals Ltd","317.95","Stock","NSI"
"ACF1628-C.BO","","NaN","Future",""
"CLF1628-C.BO","","NaN","Future",""
"APLOTYRBBPH.BO","APOLLOTYRE*","21.85","Stock","BSE"
"AVANTEL.BO","Avantel Ltd","146.20","Stock","BSE"
"BSE-AUTO.BO","S&P BSE AUTO INDEX","18,860.96","Index","BSE"
"HARIAAPL.BO","HARIA APPARELS LTD","3.42","Stock","BSE"
"SEAMECLTD-BE.NS","SOUTH EAST ASIA MARINE EN","0.00","Stock","NSI"
"129649.BO","Union KBC Small and Midcap Dir Gr","12.40","Mutual Fund","BSE"
"130547.BO","HDFC Dynamic PE Ratio FOFs A Dir Qt Div","12.33","Mutual Fund","BSE"
"130540.BO","HDFC Dynamic PE Ratio FOFs A Qt Div","12.06","Mutual Fund","BSE"
"AGRITECH-BE.NS","Agri-Tech (India) Limited","0.00","Stock","NSI"
"ASYAINFO.BO","ASYA INFOSOFT LIMITED","61.75","Stock","BSE"
"SAIBABA.BO","SAI BABA INVESTMENT AND COMMER","155.50","Stock","BSE"
"ORIENTABRA.BO","ORIENT ABRASIVES LTD.","39.35","Stock","BSE"
"TREEHOUSE6.BO","TREE HOUSE EDUCATION & ACCESSO","393.05","Stock","BSE"
"ANARINDUS.BO","ANAR INDUSTRIES LTD.","28.7","Stock","BSE"
"132187.BO","Birla Sun Life Finl FOF Pln Agg Dir Div","15.31","Mutual Fund","BSE"
"APTECHBBPH.BO","APTECHLTD*","69","Stock","BSE"
"ARSHIYA.NS","Arshiya Ltd","49.65","Stock","NSI"
"BLF1628-C.BO","","NaN","Future",""
"132180.BO","Birla Sun Life Finl FOF Pln Agg Gr","16.47","Mutual Fund","BSE"
"135122.BO","Axis Equity Saver Reg Gr","9.93","Mutual Fund","BSE"
"ATLANTADEV.BO","ATLANTA DEVCON LIMITED","4.73","Stock","BSE"
"ATNINTER-EQ.NS","ATN INTERNATIONAL INR4.00","0.2","Stock","NSI"
"ARFIN.BO","Arfin India Limited","140","Stock","BSE"
"127850.BO","BOI AXA Equity Debt Rebalancer Dir Gr","12.6","Mutual Fund","BSE"
"CRESTANI-BZ.NS","CREST ANIMATION STUDIOS L","1.9","Stock","NSI"
"VITANAGRO.BO","VITAN AGRO INDUSTRIES LTD","16.9","Stock","BSE"
"BCZ1531-C.BO","","NaN","Future",""
"IL&FSENGG.BO","IL&FS ENGINEERING AND CONSTRUC","71.4","Stock","BSE"
"PIPAVAVDOC4.BO","PIPAVAV DEFENCE AND OFFSHORE E","60.25","Stock","BSE"
"ADANIPOWER4.BO","ADANI POWER LTD","41","Stock","BSE"
"AMARJOTHI.BO","AMARJOTHI SPINNING MILLS LTD.","86.2","Stock","BSE"
